Order	Species	MCAll	MCp	MCpf	MCc	MCg	MCh	AlloAll	SM	BMf	LT	GT	IBI	BMn	BMw	BMin	LS	LpY	ML	NoC
Artiodactyla	Ovis_aries	0	0	0	0	0	0	0	0	27000.0022282286	182.500013114075	152.05475297325	365.000113916701	2523.00000280261	17500.0000126409	14977.0000072309	1.08000000127585	0.986301062566411	22.7999999999762	513677
Artiodactyla	Ovis_canadensis	0	0	0	0	0	0	0	0	63800.0031259663	151.041677380082	177.418948089017	365.000113916701	4065.9999971724	23431.7100157235	19365.7099982221	1	0.986301062566411	24.0000000159372	1892
Artiodactyla	Ovis_dalli	0	0	0	0	0	0	0	0	48799.9975276402	129.270818909121	172.58378919902	365.000113916701	3399.9999996692	NA	NA	1	0.986301062566411	19.599999983912	246
Carnivora	Pagophilus_groenlandicus	0	0	0	0	0	0	0	0	74999.9999323559	11.4500000085446	242.90000010899	364.999999616359	10048.2000068572	31199.3499912007	21151.1499907535	1	0.986301369157145	NA	828
Primates	Pan_paniscus	0	0	0	0	0	0	0	0	32066.6666431757	1081.30999904784	235.240000146248	1715.49999845081	1399.52999891208	8142.68999810518	6743.16000576283	1.01000000050549	0.209851355108757	54.9999999374079	2320
Primates	Pan_troglodytes	0	0	0	0	0	0	1	0	40499.9978351232	730.000067033016	231.206479017559	1551.25073399833	1742.00000131707	8499.99000431939	6757.99000309951	1.05999999935376	0.232070800872408	59.9999999469977	23470
Carnivora	Panthera_leo	0	0	0	0	0	0	1	0	135499.999934347	220.520820649369	107.894672222983	653.958215392794	1296.9999997489	NA	NA	2.53500000192999	2.00000000154742	30.000000019365	18929
Carnivora	Panthera_onca	0	0	0	0	0	0	0	0	77599.9999538668	60.8333313620967	100.69316688518	365.000113916701	644.500000460903	NA	NA	2.5000000018879	0.986301062566411	22.0000000090065	1541
Carnivora	Panthera_pardus	0	0	0	0	0	0	0	0	39300.004490607	110.124994568458	95.4992586021437	476.376138818378	549.299999972985	NA	NA	1.9849999995469	1	27.2999999974381	12644
Carnivora	Panthera_tigris	0	0	0	0	0	0	0	0	131000.000103835	159.687491978826	104.954242865232	821.249276565301	1320.70000048414	11003.0000010306	9682.30000321484	2.54000000222282	1	25.000000018879	27113
Primates	Papio_anubis	0	0	0	0	0	0	1	0	12742.2500121183	596.599999964223	178.959999963502	752.809999243941	947.31000036726	3640.26000355702	2692.95000036492	1.01000000050549	0.478208312489906	25.2000000126759	5315
Primates	Papio_cynocephalus	0	0	0	0	0	0	1	0	12800.0008945711	450.419999740687	172.990000129078	669.15999924519	709.880000602933	2780.60999809871	2070.72999786142	1.01000000050549	0.537987924816263	45.0000000232781	2135
Primates	Papio_hamadryas	0	0	0	0	0	0	1	0	12368.842117787	212.916687050103	176.197604641163	684.37478486716	850.000000559186	3299.78999941558	2449.78999702294	1	0.526027562898567	37.5000000235106	2015
Peramelemorphia	Perameles_gunnii	0	0	0	0	0	0	0	0	750.000063220298	58.5000045687721	12.5025903021772	64.999946621988	0.224999999942305	125.189999875653	124.965000136505	2.31499999811316	3.80000000335284	6.09999999984877	119
Peramelemorphia	Perameles_nasuta	0	0	0	0	0	0	0	0	859.000071538935	65.0000064891788	12.2461619926505	53.0000159135322	0.240000000159372	106.060000053106	105.819999952234	2.5000000018879	6.79245079435884	5.59999999992005	149
Primates	Perodicticus_potto	0	0	0	0	0	0	0	0	1017.49995806887	113.020831994403	194.088587759278	281.353939178444	37.3000000164311	NA	NA	1.19999999986841	1.27952713668807	26.7999999982235	182
Rodentia	Peromyscus_californicus	1	0	0	1	1	1	0	1	35.200002960134	30.0000031278551	27.7971326775929	23.9999866425268	4.30999999840488	17.6100000013269	13.300000001008	1.88500000198871	4.37000000029763	5.49999999374079	477
Rodentia	Peromyscus_crinitus	0	0	0	0	0	0	0	0	12.5999986910235	23.909999993626	25.3300000122162	26.0000000017471	2.19000000080623	14.0899999964521	11.8999999892444	3.08000000354283	2.04999999973682	7.69999999694192	82
Rodentia	Peromyscus_eremicus	1	0	0	0	1	1	0	1	20.6500020924893	21.0000002546376	26.9773943244492	38.5000239789507	2.5000000018879	NA	NA	2.57499999776346	3.0000000019365	7.40000000458393	238
Rodentia	Peromyscus_gossypinus	0	0	0	0	0	0	0	0	27.4157417192788	22.3299999963269	22.9999999990683	NA	2.19000000080623	NA	NA	3.69999999942923	3.99999999697935	NA	215
Rodentia	Peromyscus_leucopus	1	0	0	0	1	0	0	0	16.899999820465	22.0000009714871	23.0674718872007	26.6000222559071	1.79500000035405	8.94000000420106	7.14499999791078	4.27999999987019	4.50000000232781	7.89999999471675	5847
Rodentia	Peromyscus_mexicanus	1	0	0	0	1	1	0	1	53.4000052836849	23.9999976949316	32.5087297385434	33.2999820956547	4.39999999507425	NA	NA	2.65000000038559	7.40000000458393	NA	43
Rodentia	Peromyscus_polionotus	1	0	0	0	1	1	0	1	12.5999986910235	24.5000008820489	23.4963282084831	24.2500143537364	1.60000000126762	5.92999999502624	4.32999999647688	3.64000000294141	2.00000000154742	5.49999999374079	374
Chiroptera	Peropteryx_kappleri	0	0	0	0	0	0	0	0	10.6050000035998	79.8199999176602	137.960000096776	NA	1.09000000014902	6.74000000721157	5.65000000234904	1	2.01999999792265	NA	20
Diprotodontia	Petaurus_breviceps	0	0	0	0	0	0	0	0	111.999994153598	115.500004194498	16.4816239152551	310.999721416464	0.190000000020637	49.2899999824397	49.0999999860976	1.86499999937858	1.29999999908153	17.7999999873397	284
Diprotodontia	Petrogale_xanthopus	0	0	0	0	0	0	0	1	6999.99935504642	343.99996627955	31.7687407064977	195.999967796349	0.484000000396285	1581.13000017175	1580.64600132426	1.03000000069923	1.83673499664529	14.3999999968418	78
Diprotodontia	Petropseudes_dahli	1	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4
Primates	Phaner_furcifer	0	0	0	0	0	0	0	1	NA	NA	174.459999943837	NA	NA	NA	NA	1.01000000050549	NA	25.000000018879	60
Diprotodontia	Phascolarctos_cinereus	0	0	0	0	0	0	0	0	6029.99983143901	349.791699880416	34.276778654645	374.000342571906	0.360000000192903	1154.9999993932	1154.64000102579	1	1	22.1000000160238	1541
Carnivora	Phoca_vitulina	0	0	0	0	0	0	0	0	75000.0063220297	29.0000001402972	289.067988236548	365.000113916701	10300.0000069923	21815.730001577	11515.7300059865	1	0.986301062566411	47.6000000306348	6291
Cetacea	Phocoena_phocoena	0	0	0	0	0	0	0	0	52499.9999509257	258.090000225603	333.280000304146	364.999999616359	8892.16000978246	NA	NA	0.980000000693896	0.870000000764002	12.9999999908153	1895
Rodentia	Phodopus_sungorus	0	0	0	0	0	0	0	0	NA	20.0000000154742	21.0000000128662	24.0000000159372	2.03999999799944	13.7299999925151	11.6899999956437	5.47999999388815	3.0000000019365	3.19999999764285	5022
Chiroptera	Phyllostomus_hastatus	0	0	0	0	0	0	0	0	81.9500000176398	72.8200000674177	123.389999934984	NA	15.9399999977944	59.0900000027666	43.1499999949101	0.990000000917409	1	17.9999999957183	228
Cetacea	Physeter_catodon	0	0	0	0	0	0	0	0	14061598.7139731	395.416693329465	476.430986805416	1277.50026824976	914000.00056017	NA	NA	1	0.25000000018879	76.9999999694191	9361
Cetacea	Physeter_macrocephalus	0	0	0	0	0	0	0	0	113400.000115702	729.999999797528	495.000000075718	NA	NA	100000	NA	1	NA	69.9999999977021	9361
Chiroptera	Pipistrellus_ceylonicus	0	0	0	0	0	0	0	0	6.50000000534531	27.500000010748	52.3199999619057	NA	1.25999999965892	4.19000000032518	2.92999999761097	1.97999999880765	1	NA	26
Chiroptera	Pipistrellus_pipistrellus	0	0	0	0	0	0	0	0	5.89312077880791	33.4400000179423	43.9999999507425	NA	1.28000000103784	3.88999999708262	2.60999999796702	1.36999999950661	1	8.99999999089576	925
Chiroptera	Pipistrellus_savii	0	0	0	0	0	0	0	0	6.24999999504836	NA	NA	NA	NA	4.35000000045437	NA	NA	NA	NA	63
Chiroptera	Pipistrellus_subflavus	0	0	0	0	0	0	0	0	6.70000000461545	31.2100000240504	45.7099999695476	NA	1.25999999965892	4.5799999999592	3.32000000226252	1.9599999983912	1	14.7999999865406	289
Chiroptera	Pipistrellus_tenuis	0	0	0	0	0	0	0	0	NA	44.8000000001915	61.2699999531681	NA	0.530000000487185	1.49999999980768	0.96999999940534	1.9200000013106	3.0000000019365	NA	18
Dasyuromorphia	Planigale_gilesi	0	0	0	0	0	0	0	0	6.90000014716498	75.0000063220297	15.7398286446622	340.999702422226	0.009699999994053	4.92999999685296	4.9202999962513	6.09999999984877	2.00000000154742	NA	34
Chiroptera	Plecotus_auritus	0	0	0	0	0	0	0	0	7.89999999471675	42.0900000244206	65.1200000178217	NA	2.08999999946556	5.70000000429847	3.6100000007842	1.22000000091368	1	11.9999999986841	698
Rodentia	Podomys_floridanus	0	0	0	0	0	0	0	0	34.6000000165094	24.8099999844495	NA	33.0000000092788	2.39000000028541	12.4999999997681	10.1100000095211	2.60000000017471	10.9090909118691	7.40000000458393	26
Carnivora	Poecilogale_albinucha	0	0	0	0	0	0	0	0	256.500018044509	76.999995536943	31.8419752172613	243.333554425675	3.99999999697935	NA	NA	2.24999999942305	1.49999999980768	NA	17
Rodentia	Pogonomys_loriae	0	0	0	0	0	0	0	0	84.6999999355026	NA	NA	NA	NA	NA	NA	2.67999999982235	NA	NA	3
Rodentia	Pogonomys_macrourus	0	0	0	0	0	0	0	0	48.9999999967829	NA	NA	NA	NA	NA	NA	2.81000000061416	NA	3.10000000118296	6
Primates	Pongo_abelii	0	0	0	0	0	0	0	0	38017.8000294154	NA	NA	NA	NA	NA	NA	NA	NA	NA	377
Primates	Pongo_pygmaeus	0	0	0	0	0	0	0	0	36999.9979495969	1094.99995165062	260.015956316527	1825.0005513626	1643.99999922765	10537.5900025799	8893.589993239	1.49999999980768	0.197260214482738	59.0000000486156	5282
Diprotodontia	Potorous_tridactylus	0	0	0	0	0	0	0	0	852.000010266702	153.99999261143	31.7687407064977	133.000109951656	0.315000000152606	203.459999924232	203.145000224174	1	2.00000000154742	11.9999999986841	337
Carnivora	Potos_flavus	0	0	0	0	0	0	0	0	2000.00000154742	108.927089608869	115.61122421921	365.000113916701	171.849999812738	NA	NA	1	1	29.0000000067472	165
Rodentia	Praomys_jacksoni	0	0	0	0	0	0	0	0	NA	30.000000019365	35.4899999715952	NA	NA	20.0000000154742	NA	3.66999999786972	NA	NA	47
Rodentia	Praomys_tullbergi	0	0	0	0	0	0	0	0	34.8999978335544	24.5000008820489	23.7684028662488	23.9999866425268	2.69999999901158	10.4999999983091	7.80000000555902	3.60000000192903	3.99999999697935	5.20000000437271	59
Hyracoidea	Procavia_capensis	0	0	0	0	0	0	0	0	3599.99999363972	91.2500056459924	224.905460583578	365.000113916701	203.500000205593	499.989999586095	296.489999942263	2.53500000192999	1	14.7999999865406	394
Carnivora	Procyon_lotor	0	0	0	0	0	0	0	0	6319.99999589064	105.000000224862	64.7142615748583	365.000113916701	82.5000000854978	1095.43999962507	1012.93999922564	3.32500000276291	1	21.0000000128662	9657
Primates	Propithecus_verreauxi	0	0	0	0	0	0	1	0	3512.49973380416	166.041672776021	140.604752412992	547.499844292528	103.099999932694	NA	NA	1	1	31.0000000118297	500
Dasyuromorphia	Pseudantechinus_macdonnellensis	0	0	0	0	0	0	0	0	30.0000031278551	102.229161816351	44.9779854893288	365.000113916701	0.012150000001837	NA	NA	5.89000000288738	1	6.99999999977021	25
Rodentia	Pseudomys_novaehollandiae	0	0	0	0	0	0	0	0	15.0000014141667	25.1999976336451	31.2607936712396	33.5000148845251	1.84999999828325	NA	NA	4.27999999987019	3.99999999697935	NA	71
Chiroptera	Pteropus_giganteus	0	0	0	0	0	0	0	0	899.497581530036	152.08000004994	166.589999926263	NA	90.32000001728	NA	NA	0.990000000917409	1	31.3999999947065	233
Carnivora	Puma_concolor	0	0	0	0	0	0	0	0	39600.0012833453	31.5000033517066	92.0449571753171	577.91637476165	410.000000264587	3499.99000397208	3089.99000043544	2.90000000067472	0.749999999323558	23.7999999969031	1366
Carnivora	Pusa_caspica	0	0	0	0	0	0	0	0	89499.992722049	31.3199999721696	334.580000134125	364.999999616359	4182.59999884286	13948.9500145382	9766.34999582267	1	0.986301369157145	NA	103
Carnivora	Pusa_hispida	0	0	0	0	0	0	0	0	128999.999911113	45.2300000264616	269.999999901158	364.999999616359	4500.00000232781	14000.0000103724	9499.9999936816	1	0.986301369157145	46.0000000337274	899
Carnivora	Pusa_sibirica	0	0	0	0	0	0	0	0	92900.0000013602	66.1099999754974	277.629999943327	364.999999616359	3049.99999756457	NA	NA	1	0.986301369157145	55.9999999992005	199
Artiodactyla	Rangifer_tarandus	0	0	0	0	0	0	1	0	93799.9917107949	136.874989856626	216.77041048197	365.000113916701	5560.00000535066	24907.0500236799	19347.0499983281	1	0.986301062566411	21.8000000198474	12844
Artiodactyla	Raphicerus_campestris	0	0	0	0	0	0	0	1	10500.0000224862	91.2500056459924	209.893988362353	218.999942090025	919.999999267984	NA	NA	1	1.64383605199729	9.30000000955205	121
Rodentia	Rattus_norvegicus	0	0	0	0	0	0	1	0	247.742205763329	25.3699999870473	21.7400000125008	NA	5.80000000583697	53.0700000452884	47.2699999670299	8.99000000552223	3.49999999717711	3.80000000335284	22149
Rodentia	Rattus_rattus	0	0	0	0	0	0	0	0	171.149998630981	27.9999979792925	21.9785987278483	31.2499984399919	4.55000000359235	37.0099999918947	32.4599999633605	5.54000000346424	3.75000000235107	4.19999999615196	8165
Rodentia	Reithrodontomys_megalotis	0	0	0	0	0	0	0	0	12.5999986910235	20.000000199681	23.4963282084831	27.5999947846452	1.37499999947354	NA	NA	3.83499999748333	4.50000000232781	NA	318
Rodentia	Rhabdomys_pumilio	1	0	0	0	1	1	0	0	41.0000000264587	14.0000000103724	25.4400000013838	29.0700000153667	2.5000000018879	8.43000000728405	5.92999999502624	5.28000000566775	6.99999999977021	2.90000000067472	318
Chiroptera	Rhynchonycteris_naso	0	0	0	0	0	0	0	0	21.2999999784821	70.8600000004636	NA	NA	0.980000000693896	NA	NA	0.990000000917409	2.00000000154742	NA	27
Artiodactyla	Rucervus_eldii	0	0	0	0	0	0	0	0	66999.9995833349	220.26000005699	240.189999914711	382.699999802171	4674.97999719848	NA	NA	1.01000000050549	0.94068461034491	20.4999999973682	106
Artiodactyla	Rupicapra_rupicapra	0	0	0	0	0	0	0	0	29000.0001402972	76.041661925009	169.824365246174	365.000113916701	2249.99999942305	NA	NA	1	0.986301062566411	20.0000000154742	1121
Artiodactyla	Rusa_unicolor	0	0	0	0	0	0	0	0	145881.426027535	NA	245.999999941442	NA	10270.0000095234	NA	NA	1	NA	26.4000000079128	184
Rodentia	Saccostomus_campestris	0	0	0	0	0	0	0	0	50.5999980379815	30.0000031278551	20.8449088309729	51.8000286561329	2.60000000017471	NA	NA	7.49999999323558	6.94980310884984	4.50000000232781	136
Primates	Saguinus_bicolor	1	0	0	1	0	0	1	1	430.000000416257	NA	158.159999888702	NA	NA	NA	NA	2.00000000154742	NA	19.0000000020637	42
Primates	Saguinus_midas	1	0	0	1	1	0	1	1	524.59999969278	69.6000000624113	138.239999957086	206.830000022184	39.7800000193804	NA	NA	2.01999999792265	1.74055988084074	21.0000000128662	140
Primates	Saguinus_mystax	1	0	0	1	1	0	1	1	549.500000304286	NA	148.279999877931	168.499999919548	46.6499999911362	NA	NA	1.92999999996545	2.13649851848539	20.0000000154742	323
Primates	Saguinus_nigricollis	1	0	0	1	1	0	1	1	NA	82.5299999792208	NA	NA	43.5800000090074	175.000000126408	131.42000004403	1.82000000006255	NA	15.2000000019329	91
Primates	Saguinus_oedipus	1	1	0	1	0	0	1	1	424.999970592806	49.9999995007974	167.880401812256	238.000023533688	38.200000007766	104.999999983091	66.7999999268551	1.82000000006255	1.51260489325938	26.1999999807105	1610
Primates	Saimiri_sciureus	0	0	0	0	0	0	1	0	675.000042227244	177.000013709501	167.109061431071	365.000113916701	106.950000022768	418.000000216524	311.05000023013	1	0.986301062566411	26.9999999901158	8334
Primates	Semnopithecus_entellus	0	0	0	0	0	0	0	0	10590.0009727542	410.625012382392	192.752491319094	477.541368880524	499.999999613144	2100.00000128662	1600.00000126762	1.24999999997681	0.753861390138477	29.0000000067472	166
Diprotodontia	Setonix_brachyurus	0	0	0	0	0	0	0	0	3250.00029201076	440.000023822725	25.6448403651772	344.999924474574	0.382499999568758	499.989999586095	499.607499670878	1	1.40000000103724	10	437
Rodentia	Sigmodon_hispidus	0	0	0	0	0	0	0	0	116.112500030279	15.2899999854836	26.9999999901158	NA	6.60000000696225	18.2000000006255	11.599999993939	5.44000000378062	2.00000000154742	5.20000000437271	1380
Dasyuromorphia	Sminthopsis_crassicaudata	0	0	0	0	0	0	0	0	15.0000014141667	66.9999995833349	14.9623565609443	97.0000593518528	0.01	6.50000000534531	6.49000000298324	7.29999999797527	2.00000000154742	1.49999999980768	391
Dasyuromorphia	Sminthopsis_macroura	0	0	0	0	0	0	0	0	20.000000199681	69.9999935504641	11.7489755493953	182.999962190017	0.012250000008447	6.99999999977021	6.98775000192062	6.50000000534531	2.00000000154742	4.89999999967829	216
Soricomorpha	Sorex_araneus	0	0	0	0	0	0	0	0	9.90000012315205	23.6999974891705	20.9893988362353	44.5625464617725	0.435000000045436	8.35999999154911	7.92500000201113	6.67499999943727	2.00000000154742	3.19999999764285	1827
Cetacea	Sotalia_fluviatilis	0	0	0	0	0	0	0	0	46500.0000117826	NA	310.249999878008	NA	NA	NA	NA	0.96999999940534	NA	NA	59
Rodentia	Spermophilus_beecheyi	0	0	0	0	0	0	0	0	550.975000541156	52.5999999813798	28.3700000133358	NA	9.29000000013601	66.180000026845	56.8900000304206	6.70999999738902	1	NA	122
Rodentia	Spermophilus_beldingi	0	0	0	0	0	0	0	0	232.999999986041	24.4999999794355	26.1899999743565	NA	6.86000000463207	59.5000000371898	52.6400000477682	5.70999999676765	1	NA	44
Rodentia	Spermophilus_columbianus	0	0	0	0	0	0	0	0	406.00000039526	32.1900000233024	24.0900000000919	NA	9.57999999826741	108.570000043033	98.9899999424804	3.5399999997898	1	NA	77
Rodentia	Spermophilus_parryii	0	0	0	0	0	0	0	0	728.999999466253	27.9999999779363	25.1600000131374	NA	10.9999999959924	NA	NA	6.50000000534531	1	NA	121
Cetacea	Stenella_attenuata	0	0	0	0	0	0	0	0	59999.9999469977	340.65999993542	345.190000072811	1883.54999866418	10000	NA	NA	0.990000000917409	0.1911284540465	49.9999999613144	86
Soricomorpha	Suncus_murinus	0	0	0	0	0	0	0	0	37.8999991301065	18.4999987900935	30.1995172040202	56.1999591637115	2.5000000018879	25.8700000168849	23.3699999788937	3.24499999898092	9.80000000693896	3.19999999764285	1604
Carnivora	Suricata_suricatta	1	1	0	0	0	0	1	1	719.999999285018	55.680000050962	76.9999999694191	364.999999616359	30.4999999756456	225.499999888895	194.999999837228	3.86000000291743	1	12.4999999997681	428
Artiodactyla	Sus_scrofa	0	0	0	0	0	0	1	0	75162.2894018207	97.8800000721767	115.199999976871	229.999999990683	807.770000470434	6469.98999367178	5662.21999422831	4.52000000196308	1.49999999980768	21.0000000128662	27266
Artiodactyla	Sylvicapra_grimmia	0	0	0	0	0	0	0	0	16800.0007069063	72.2395779490234	146.554784095591	246.500043356148	1592.49999997291	4955.53999983505	3363.04000120638	1	2.00000000154742	14.2999999846869	155
Lagomorpha	Sylvilagus_floridanus	0	0	0	0	0	0	0	0	1066.50009875516	22.4999990616836	26.9773943244492	30.4583238481222	34.1499999986199	112.000000085057	77.8500000171837	4.89999999967829	4.80999999585965	9.80000000693896	599
Primates	Symphalangus_syndactylus	1	0	0	1	0	0	0	1	10533.9999994794	635.379999530926	230.660000163547	1003.74999933729	516.999999888167	NA	NA	1.02000000055917	0.358655043189696	NA	449
Artiodactyla	Syncerus_caffer	0	0	0	0	0	0	1	0	553499.967864296	326.97917972155	337.287308658869	638.750127747563	39850.0000245792	151878.399891291	112028.399901332	1	1	29.5000000014833	1205
