Continent	Status	Order	FAMILY	Genus	Species	Mass
AUS	introduction	Artiodactyla	Bovidae	Bos	javanicus	475000.000
AUS	introduction	Artiodactyla	Bovidae	Bubalus	bubalis	825000.000
AUS	introduction	Artiodactyla	Bovidae	Capra	hircus	33500.000
AUS	introduction	Artiodactyla	Camelidae	Camelus	dromedarius	800000.000
AUS	introduction	Artiodactyla	Cervidae	Axis	porcinus	35000.000
AUS	introduction	Artiodactyla	Cervidae	Axis	axis	69500.000
AUS	introduction	Artiodactyla	Cervidae	Cervus	timorensis	63000.000
AUS	introduction	Artiodactyla	Cervidae	Cervus	elaphus	119500.000
AUS	introduction	Artiodactyla	Cervidae	Cervus	unicolor	169000.000
AUS	introduction	Artiodactyla	Cervidae	Dama	dama	48500.000
AUS	introduction	Artiodactyla	Suidae	Sus	scrofa	86250.000
AUS	introduction	Carnivora	Felidae	Felis	silvestris	4250.000
AUS	introduction	Lagomorpha	Leporidae	Oryctolagus	cuniculus	1580.000
AUS	introduction	Perissodactyla	Equidae	Equus	asinus	325000.000
AUS	introduction	Rodentia	Muridae	Mus	musculus	16.500
AUS	introduction	Rodentia	Muridae	Rattus	rattus	280.000
AUS	introduction	Rodentia	Muridae	Rattus	norvegicus	320.000
AUS	introduced	Carnivora	Canidae	Vulpes	vulpes	5950.000
AF	historical	Artiodactyla	Bovidae	Hippotragus	leucophaeus	150000.000
AF	historical	Perissodactyla	Equidae	Equus	quagga	400000.000
AF	historical	Artiodactyla	Bovidae	Eudorcas	rufina	40000.000
AF	historical	Rodentia	Muridae	Leimacomys	buettneri	55.000
AUS	historical	Dasyuromorphia	Dasyuridae	Sarcophilus	harrisii	10000.000
AUS	historical	Dasyuromorphia	Thylacinidae	Thylacinus	cynocephalus	30000.000
AUS	historical	Chiroptera	Pteropodidae	Pteropus	brunneus	200.000
AUS	historical	Diprotodontia	Potoroidae	Potorous	platyops	500.000
AUS	historical	Diprotodontia	Macropodidae	Lagorchestes	leporides	3000.000
AUS	historical	Peramelemorphia	Peramelidae	Chaeropus	ecaudatus	200.000
AUS	historical	Diprotodontia	Macropodidae	Lagorchestes	asomatus	1500.000
AUS	historical	Diprotodontia	Potoroidae	Caloprymnus	campestris	900.000
AUS	historical	Diprotodontia	Macropodidae	Macropus	greyi	10000.000
AUS	historical	Peramelemorphia	Peramelidae	Perameles	eremiana	500.000
AUS	historical	Diprotodontia	Macropodidae	Onychogalea	lunata	3500.000
AUS	historical	Peramelemorphia	Peramelidae	Macrotis	leucura	354.000
AUS	historical	Rodentia	Muridae	Conilurus	albipes	200.000
AUS	historical	Rodentia	Muridae	Leporillus	apicalis	150.000
AUS	historical	Rodentia	Muridae	Notomys	amplus	90.000
AUS	historical	Rodentia	Muridae	Notomys	macrotis	90.000
AUS	historical	Rodentia	Muridae	Notomys	mordax	90.000
AUS	historical	Rodentia	Muridae	Notomys	longicaudatus	100.000
AUS	historical	Rodentia	Muridae	Notomys	spp1	500.000
AUS	historical	Rodentia	Muridae	Pseudomys	glaucus	-999.000
AUS	historical	Rodentia	Muridae	Pseudomys	fieldi	45.000
AUS	historical	Rodentia	Muridae	Pseudomys	gouldii	50.000
AUS	historical	Rodentia	Muridae	Pseudomys	spp 1	50.000
EA	historical	Artiodactyla	Bovidae	Gazella	arabica	12000.000
EA	historical	Perissodactyla	Equidae	Equus	ferus	249999.995
EA	historical	Artiodactyla	Cervidae	Cervus	schomburgki	110000.000
EA	historical	Artiodactyla	Bovidae	Gazella	bilkis	48500.000
Insular	historical	Artiodactyla	Hippopotamidae	Hexaprotodon	madagascariensis	500034.535
Insular	historical	Primates	Archaeolemuridae	Archaeolemur	edwardsi	20000.000
Insular	historical	Primates	Archaeolemuridae	Archaeolemur	majori	20000.000
Insular	historical	Primates	Lemuridae	Pachylemur	insignis	9000.000
Insular	historical	Primates	Lemuridae	Pachylemur	jullyi	9000.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	hypomicrus	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	longirostris	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	major	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	micrus	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	paramicrus	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	submicrus	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	zamicrus	-999.000
Insular	historical	Insectivora	Nesophontidae	Nesophontes	edithae	190.000
Insular	historical	Insectivora	Solenodontidae	Solenodon	marcanoi	-999.000
Insular	historical	Lagomorpha	Ochotonidae	Prolagus	sardus	-999.000
Insular	historical	Chiroptera	Pteropodidae	Pteropus	pilosus	-999.000
Insular	historical	Carnivora	Canidae	Dusicyon	australis	50003.453
Insular	historical	Chiroptera	Pteropodidae	Acerodon	lucifer	-999.000
Insular	historical	Chiroptera	Pteropodidae	Pteropus	subniger	-999.000
Insular	historical	Chiroptera	Vespertilionidae	Pipistrellus	sturdeei	-999.000
Insular	historical	Chiroptera	Pteropodidae	Nyctimene	sanctacrucis	-999.000
Insular	historical	Chiroptera	Pteropodidae	Dobsonia	chapmani	-999.000
Insular	historical	Carnivora	Procyonidae	Procyon	gloveralleni	-999.000
Insular	historical	Chiroptera	Mystacinidae	Mystacina	robusta	27.250
Insular	historical	Chiroptera	Pteropodidae	Pteropus	tokudae	152.000
Insular	historical	Primates	Megaladapidae	Megaladapis	grandidieri	52500.000
Insular	historical	Primates	Megaladapidae	Megaladapis	madagascariensis	52500.000
Insular	historical	Primates	Megaladapidae	Megaladapis	edwardsi	75000.000
Insular	historical	Rodentia	Capromyidae	Geocapromys	thoracatus	1500.000
Insular	historical	Rodentia	Capromyidae	Plagiodontia	araeum	-999.000
Insular	historical	Rodentia	Capromyidae	Plagiodontia	ipnaeum	-999.000
Insular	historical	Rodentia	Capromyidae	Rhizoplagiodontia	lemkei	-999.000
Insular	historical	Rodentia	Erethizontidae	Sphiggurus	pallidus	-999.000
Insular	historical	Rodentia	Heptaxodontidae	Elasmodontomys	obliquus	13700.000
Insular	historical	Rodentia	Heptaxodontidae	Quemisia	gravis	-999.000
Insular	historical	Rodentia	Muridae	Crateromys	paulus	401.000
Insular	historical	Rodentia	Muridae	Malpaisomys	insularis	-999.000
Insular	historical	Rodentia	Muridae	Megalomys	desmarestii	-999.000
Insular	historical	Rodentia	Muridae	Megalomys	luciae	-999.000
Insular	historical	Rodentia	Muridae	Nesoryzomys	darwini	-999.000
Insular	historical	Rodentia	Muridae	Nesoryzomys	indefessus	-999.000
Insular	historical	Rodentia	Muridae	Nesoryzomys	swarthi	-999.000
Insular	historical	Rodentia	Muridae	Oryzomys	nelsoni	-999.000
Insular	historical	Rodentia	Muridae	Paulamys	naso	-999.000
Insular	historical	Rodentia	Muridae	Peromyscus	nesodytes	-999.000
Insular	historical	Rodentia	Muridae	Peromyscus	pembertoni	-999.000
Insular	historical	Rodentia	Muridae	Rattus	macleari	-999.000
Insular	historical	Rodentia	Muridae	Rattus	nativitatis	-999.000
Insular	historical	Sirenia	Dugongidae	Hydrodamalis	gigas	4000000.000
NA	historical	Carnivora	Phocidae	Monachus	tropicalis	200000.000
AF	extinct	Artiodactyla	Bovidae	Antidorcas	bondi	34000.000
AF	extinct	Artiodactyla	Bovidae	Antidorcas	australis	40000.000
AF	extinct	Artiodactyla	Bovidae	Gazella	atlantica	44500.000
AF	extinct	Artiodactyla	Bovidae	Megalotragus	priscus	200000.000
AF	extinct	Artiodactyla	Bovidae	Pelorovis	antiquus	1000000.000
AF	extinct	Artiodactyla	Camelidae	Camelus	thomasi	500000.000
AF	extinct	Artiodactyla	Cervidae	Megaloceros	algericus	800000.000
AF	extinct	Artiodactyla	Giraffidae	Giraffa	gracilis	850000.000
AF	extinct	Artiodactyla	Suidae	Metridiochoerus	compactus	142000.000
AF	extinct	Perissodactyla	Equidae	Equus	capensis	350000.000
AF	extinct	Perissodactyla	Equidae	Hipparion	libycum	150000.000
AF	extinct	Perissodactyla	Rhinocerotidae	Stephanorhinus	kirchbergensis	2000000.000
AF	extinct	Proboscidea	Elephantidae	Elephas	iolensis	6500000.000
AUS	extinct	Dasyuromorphia	Dasyuridae	Sarcophilus	laniarius	12000.000
AUS	extinct	Dasyuromorphia	Phascolarctidae	Phascolarctos	stirtoni	14000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Diprotodon	minor	900000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Diprotodon	optatum	1500000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Euowenia	grata	750000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Euryzygoma	dunese	500000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Nototherium	mitchelli	500000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Palorchestes	parvus	100000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Palorchestes	azeal	500000.000
AUS	extinct	Diprotodontia	Diprotodonidae	Zygomaturus	trilobus	750000.000
AUS	extinct	Diprotodontia	Macropodidae	Kangurus	congrous	40000.000
AUS	extinct	Diprotodontia	Macropodidae	Macropus	piltonesis	30000.000
AUS	extinct	Diprotodontia	Macropodidae	Macropus	thor	30000.000
AUS	extinct	Diprotodontia	Macropodidae	Macropus	ferragus	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Macropus	pearsoni	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	pusio	75000.000
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	rapha	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	texasensis	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	goliah	250000.000
AUS	extinct	Diprotodontia	Macropodidae	Protemnodon	roechus	90000.000
AUS	extinct	Diprotodontia	Macropodidae	Protemnodon	anak	100000.000
AUS	extinct	Diprotodontia	Macropodidae	Protemnodon	brehus	100000.000
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	gilli	30000.000
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	brownei	50000.000
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	maddocki	50000.000
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	occidentalis	50000.000
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	orientalis	75000.000
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	pales	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	andersoni	50000.000
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	oreas	100000.000
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	tindalei	100000.000
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	atlas	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	stirlingi	150000.000
AUS	extinct	Diprotodontia	Macropodidae	Troposodon	minor	40000.000
AUS	extinct	Diprotodontia	Potoroidae	N. gen	spp	5000.000
AUS	extinct	Diprotodontia	Potoroidae	Propleopus	oscillans	40000.000
AUS	extinct	Diprotodontia	Vombatidae	Lasiorhinus	angustidens	50000.000
AUS	extinct	Diprotodontia	Vombatidae	Phascolomys	medius	50000.000
AUS	extinct	Diprotodontia	Vombatidae	Phascolonus	gigas	200000.000
AUS	extinct	Diprotodontia	Vombatidae	Ramsaya	magna	100000.000
AUS	extinct	Diprotodontia	Vombatidae	Vombatus	hacketti	30000.000
AUS	extinct	Diprotodontia	Vombatidae	Warenja	wakefieldi	10000.000
AUS	extinct	Monotremata	Tachyglossidae	Megalibgwilia	ramsayi	10000.000
AUS	extinct	Monotremata	Tachyglossidae	Zaglossus	hacketti	30000.000
AUS	extinct	Peramelemorphia	Thylacoleonidae	Thylacoleo	carnifex	115000.000
EA	extinct	Artiodactyla	Bovidae	Bison	priscus	523600.437
EA	extinct	Artiodactyla	Bovidae	Spirocerus	kiakhtensis	790678.628
EA	extinct	Artiodactyla	Camelidae	Camelus	knoblochi	549540.874
EA	extinct	Artiodactyla	Cervidae	Megaloceros	giganteus	699841.996
EA	extinct	Carnivora	Felidae	Panthera	spelaea	380189.396
EA	extinct	Carnivora	Hyaenidae	Crocuta	crocuta	69984.200
EA	extinct	Perissodactyla	Rhinocerotidae	Coelodonta	antiquitatis	2897343.588
EA	extinct	Perissodactyla	Rhinocerotidae	Stephanorhinus	hemitoechus	1599558.029
EA	extinct	Perissodactyla	Rhinocerotidae	Stephanorhinus	kirchbergensis	1599558.029
EA	extinct	Proboscidea	Elephantidae	Mammuthus	primigenius	5500000.000
EA	extinct	Rodentia	Castoridae	Trogontherium	cuvieri	39994.475
Insular	extinct	Artiodactyla	Hippopotamidae	Hippopotamus	lemerlei	500034.535
Insular	extinct	Artiodactyla	Hippopotamidae	Hippopotamus	laloumena	944993.327
Insular	extinct	Bibymalagasia		Plesiorycteropus	germainepetterae	7810.000
Insular	extinct	Bibymalagasia		Plesiorycteropus	madagascariensis	13220.000
Insular	extinct	Dasyuromorphia	Thylacinidae	Thylacinus	sp.	30000.000
Insular	extinct	Diprotodontia	Diprotodontidae	Hulitherium	thomasettii	137500.000
Insular	extinct	Diprotodontia	Diprotodontidae	Kolopsis	watutense	300000.000
Insular	extinct	Diprotodontia	Diprotodontidae	Maokopia	ronaldi	100000.000
Insular	extinct	Diprotodontia	Macropodidae	Dendrolagus	noibano	20000.000
Insular	extinct	Diprotodontia	Macropodidae	Protemnodon	nombe	30000.000
Insular	extinct	Diprotodontia	Macropodidae	Protemnodon	tumbuna	50000.000
Insular	extinct	Diprotodontia	Macropodidae	Protemnodon	hopei	74000.000
Insular	extinct	Diprotodontia	Macropodidae	Thylogale	christenseni	1821.500
Insular	extinct	Diprotodontia	Macropodidae	Thylogale	sp.	5478.000
Insular	extinct	Perissodactyla	Tapiridae	Tapirus	indicus	296250.000
Insular	extinct	Primates	Archaeolemuridae	Hadropithecus	stenognathus	17000.000
Insular	extinct	Primates	Daubentoniidae	Daubentonia	robusta	10000.000
Insular	extinct	Primates	Palaeopropithecidae	Archaeoindris	fontoynontii	200000.000
Insular	extinct	Primates	Palaeopropithecidae	Babakotia	radofilai	15000.000
Insular	extinct	Primates	Palaeopropithecidae	Mesopropithecus	dolichobrachion	10000.000
Insular	extinct	Primates	Palaeopropithecidae	Mesopropithecus	globiceps	10000.000
Insular	extinct	Primates	Palaeopropithecidae	Mesopropithecus	prithecoides	10000.000
Insular	extinct	Primates	Palaeopropithecidae	Palaeopropithecus	ingens	47500.000
Insular	extinct	Primates	Palaeopropithecidae	Palaeopropithecus	maximus	47500.000
Insular	extinct	Rodentia	Echimyidae	Puertoricomys	corozalus	-999.000
Insular	extinct	Rodentia	Muridae	Hypogeomys	australis	-999.000
Insular	historical	Rodentia	Muridae	Neotoma	bunkeri	375.000
Insular	extinct	Rodentia	Muridae	Rattus	sanila	-999.000
Insular	extinct	Rodentia	Muridae	Uromys	imperator	1000.000
NA	extinct	Rodentia	Muridae	Synaptomys	bunkeri	20.000
NA	extinct	Rodentia	Muridae	Peromyscus	cochrani	21.000
NA	extinct	Rodentia	Muridae	Peromyscus	imperfectus	35.000
NA	extinct	Rodentia	Muridae	Synaptomys	australis	53.000
NA	extinct	Rodentia	Geomyidae	Thomomys	microdon	75.000
NA	extinct	Rodentia	Geomyidae	Thomomys	orientalis	95.000
NA	extinct	Rodentia	Sciuridae	Tamias	aristus	143.000
NA	extinct	Rodentia	Muridae	Microtus	mcnowni	200.000
NA	extinct	Lagomorpha	Leporidae	Sylvilagus	idahoensis	350.000
NA	extinct	Rodentia	Sciuridae	Spermophilus	cooperi	494.000
NA	extinct	Carnivora	Procyonidae	Bassariscus	sonoitensis	1000.000
NA	extinct	Lagomorpha	Leporidae	Sylvilagus	leonensis	1500.000
NA	extinct	Carnivora	Mustelidae	Martes	nobilis	1950.000
NA	extinct	Lagomorpha	Leporidae	Aztlanolagus	agilis	2000.000
NA	extinct	Carnivora	Mustelidae	Brachyprotoma 	obtusata	4500.000
NA	extinct	Carnivora	Felidae	Felis	amnicola	5000.000
NA	extinct	Artiodactyla	Antilocapridae	Capromeryx	minor	10000.000
NA	extinct	Artiodactyla	Antilocapridae	Capromeryx	mexicana	15000.000
NA	extinct	Carnivora	Canidae	Cuon	alpinus	17000.000
NA	extinct	Xenarthra	Dasypodidae	Dasypus	bellus	45000.000
NA	extinct	Artiodactyla	Bovidae	Saiga	spp.	50000.000
NA	extinct	Artiodactyla	Antilocapridae	Stockoceros	conklingi	51000.000
NA	extinct	Artiodactyla	Antilocapridae	Stockoceros	onusrosagris	55000.000
NA	extinct	Artiodactyla	Antilocapridae	Tetrameryx	shuleri	60000.000
NA	extinct	Rodentia	Hydrochoeridae	Neocherus	oesopi	60000.000
NA	extinct	Carnivora	Canidae	Canis	dirus	65000.000
NA	extinct	Rodentia	Hydrochoeridae	Neochoerus	pinckneyi	70000.000
NA	extinct	Artiodactyla	Bovidae	Oreamnos	harringtoni	75000.000
NA	extinct	Artiodactyla	Tayassuidae	Mylohyus	nasutus	75000.000
NA	extinct	Artiodactyla	Camelidae	Palaeolama	mirifica	80000.000
NA	extinct	Carnivora	Felidae	Miracinonyx	trumani	88000.000
NA	extinct	Artiodactyla	Camelidae	Hemiauchenia	macrocephala	110000.000
NA	extinct	Artiodactyla	Tayassuidae	Platygonus	compressus	110000.000
NA	extinct	Carnivora	Ursidae	Tremarctos	floridanus	150000.000
NA	extinct	Rodentia	Castoridae	Castoroides	ohioensis	150000.000
NA	extinct	Artiodactyla	Cervidae	Sangamona	fugitiva	157500.000
NA	extinct	Carnivora	Felidae	Homotherium	serum	189000.000
NA	extinct	Artiodactyla	Cervidae	Navahoceros	fricki	250000.000
NA	extinct	Perissodactyla	Equidae	Equus	caballus	250000.000
NA	extinct	Perissodactyla	Equidae	Equus	hemionus	250000.000
NA	extinct	Xenarthra	Dasypodidae	Holmesina 	septentrionalis	250000.000
NA	extinct	Perissodactyla	Equidae	Equus	fraternus	259000.000
NA	extinct	Perissodactyla	Tapiridae	Tapirus	veroensis	275000.000
NA	extinct	Artiodactyla	Bovidae	Bootherium	bombifrons	300000.000
NA	extinct	Carnivora	Ursidae	Arctodus	pristinus	300000.000
NA	extinct	Xenarthra	Megatheriidae	Nothrotheriops	shastense	300000.000
NA	extinct	Perissodactyla	Equidae	Equus	conversidens	306000.000
NA	extinct	Perissodactyla	Tapiridae	Tapirus	copei	317000.000
NA	extinct	Perissodactyla	Equidae	Equus	niobrarensis	334000.000
NA	extinct	Perissodactyla	Equidae	Equus	alaskae	372000.000
NA	extinct	Artiodactyla	Bovidae	Symbos	cavifrons	400000.000
NA	extinct	Carnivora	Felidae	Smilodon	fatalis	400000.000
NA	extinct	Perissodactyla	Equidae	Equus	complicatus	400000.000
NA	extinct	Perissodactyla	Equidae	Equus	giganteus	400000.000
NA	extinct	Perissodactyla	Tapiridae	Tapirus	californicus	400000.000
NA	extinct	Carnivora	Felidae	Panthera	leo atrox	433200.000
NA	extinct	Artiodactyla	Bovidae	Euceratherium	collinum	450000.000
NA	extinct	Artiodactyla	Bovidae	Bos	grunniens	500000.000
NA	extinct	Perissodactyla	Equidae	Equus	scotti	555000.000
NA	extinct	Perissodactyla	Equidae	Equus	occidentalis	574000.000
NA	extinct	Xenarthra	Megalonychidae	Megalonyx	jeffersonii	600000.000
NA	extinct	Artiodactyla	Cervidae	Cervalces	scotti	632000.000
NA	extinct	Perissodactyla	Equidae	Equus	laurentius	648000.000
NA	extinct	Artiodactyla	Camelidae	Camelops	huerfanensis	700000.000
NA	extinct	Carnivora	Ursidae	Arctodus	simus	720000.000
NA	extinct	Artiodactyla	Cervidae	Alces	latifrons	850000.000
NA	extinct	Artiodactyla	Bovidae	Bison	latifrons	900000.000
NA	extinct	Artiodactyla	Bovidae	Bison	priscus	900000.000
NA	extinct	Artiodactyla	Camelidae	Camelops	hesternus	1100000.000
NA	extinct	Xenarthra	Glyptodontidae	Glyptotherium	floridanum	1100000.000
NA	extinct	Xenarthra	Glyptodontidae	Glyptotherium	mexicanum	1100000.000
NA	extinct	Xenarthra	Mylodontidae	Glossotherium	harlani	1587000.000
NA	extinct	Xenarthra	Megatheriidae	Eremotherium	rusconii	3500000.000
NA	extinct	Proboscidea	Mammutidae	Mammut	americanum	4523800.000
NA	extinct	Proboscidea	Gomphotheriidae	Cuvieronius	spp.	5000000.000
NA	extinct	Proboscidea	Elephantidae	Mammuthus	primigenius	5500000.000
NA	extinct	Proboscidea	Elephantidae	Mammuthus	columbi	8000000.000
NA	extinct	Proboscidea	Elephantidae	Mammuthus	imperator	10000000.000
SA	extinct	Artiodactyla	Camelidae	Eulamaops	parallelus	150000.000
SA	extinct	Artiodactyla	Camelidae	Hemiauchenia	paradoxa	1000000.000
SA	extinct	Artiodactyla	Camelidae	Palaeolama	spp.	1000000.000
SA	extinct	Artiodactyla	Cervidae	Agalmaceros	spp.	60000.000
SA	extinct	Artiodactyla	Cervidae	Charitoceros	spp.	60000.000
SA	extinct	Artiodactyla	Cervidae	Morenelaphus	axpeitianus	50000.000
SA	extinct	Artiodactyla	Cervidae	Morenelaphus	lujanensis	50000.000
SA	extinct	Artiodactyla	Cervidae	Paraceros	spp.	300000.000
SA	extinct	Artiodactyla	Tayassuidae	Platygonus	spp.	50000.000
SA	extinct	Carnivora	Canidae	Canis	nehringi	30000.000
SA	extinct	Carnivora	Canidae	Canis	dirus	50000.000
SA	extinct	Carnivora	Canidae	Dusicyon	avus	13000.000
SA	extinct	Carnivora	Canidae	Protocyon	troglodytes	16000.000
SA	extinct	Carnivora	Canidae	Protocyon	orcesi	25000.000
SA	extinct	Carnivora	Canidae	Pseudalopex	peruanus	6430.000
SA	extinct	Carnivora	Canidae	Speothos	pacivorus	9000.000
SA	extinct	Carnivora	Canidae	Theriodictis	platensis	27000.000
SA	extinct	Carnivora	Canidae	Theriodictis	tarijensis	27000.000
SA	extinct	Carnivora	Felidae	Panthera	leo atrox	433200.000
SA	extinct	Carnivora	Felidae	Smilodon	fatalis	433200.000
SA	extinct	Carnivora	Felidae	Smilodon	populator	442000.000
SA	extinct	Carnivora	Ursidae	Arctodus	bonariensis	600000.000
SA	extinct	Litopterna	Macraucheniidae	Macrauchenia	patachonica	988000.000
SA	extinct	Litopterna	Macraucheniidae	Windhausenia	spp.	700000.000
SA	extinct	Notoungulata	Toxodontidae	Mixotoxodon	spp.	1000000.000
SA	extinct	Notoungulata	Toxodontidae	Toxodon	paradoxus	1000000.000
SA	extinct	Notoungulata	Toxodontidae	Toxodon	bilobidens	1100000.000
SA	extinct	Notoungulata	Toxodontidae	Toxodon	burmeisteri	1100000.000
SA	extinct	Notoungulata	Toxodontidae	Toxodon	platensis	1642000.000
SA	extinct	Perissodactyla	Equidae	Equus	andium	220000.000
SA	extinct	Perissodactyla	Equidae	Equus	lasallei	350000.000
SA	extinct	Perissodactyla	Equidae	Equus	santaeelenae	350000.000
SA	extinct	Perissodactyla	Equidae	Equus	insulatus	351000.000
SA	extinct	Perissodactyla	Equidae	Equus	neogeus	378000.000
SA	extinct	Perissodactyla	Equidae	Hippidion	saldiasi	265000.000
SA	extinct	Perissodactyla	Equidae	Hippidion	principale	511000.000
SA	extinct	Perissodactyla	Equidae	Onohippidium	spp.	310700.000
SA	extinct	Primates	Cebidae	Caipora	bambuiorum	20500.000
SA	extinct	Proboscidea	Gomphotheriidae	Cuvieronius	spp.	5000000.000
SA	extinct	Proboscidea	Gomphotheriidae	Haplomastodon	chimborazi	6000000.000
SA	extinct	Proboscidea	Gomphotheriidae	Notiomastodon	spp.	6193000.000
SA	extinct	Proboscidea	Gomphotheriidae	Stegomastodon	superbus	7580000.000
SA	extinct	Rodentia	Hydrochoeridae	Neochoerus	sulcidens	150000.000
SA	extinct	Rodentia	Muridae	Juscelinomys	talpinus	-999.000
SA	extinct	Rodentia	Octodontidae	Dicolpomys	spp.	144.000
SA	extinct	Xenarthra	Dasypodidae	Eutatus	spp.	144400.000
SA	extinct	Xenarthra	Dasypodidae	Holmesina 	paulacoutoi	125000.000
SA	extinct	Xenarthra	Dasypodidae	Holmesina 	occidentalis	200000.000
SA	extinct	Xenarthra	Dasypodidae	Pampatherium	humboldtii	150000.000
SA	extinct	Xenarthra	Dasypodidae	Pampatherium	typum	200000.000
SA	extinct	Xenarthra	Dasypodidae	Propraopus	grandis	47000.000
SA	extinct	Xenarthra	Glyptodontidae	Chlamydotherium	spp.	175000.000
SA	extinct	Xenarthra	Glyptodontidae	Doedicurus	clavicaudatus	1468000.000
SA	extinct	Xenarthra	Glyptodontidae	Glyptodon	reticulatus	862000.000
SA	extinct	Xenarthra	Glyptodontidae	Glyptodon	clavipes	2000000.000
SA	extinct	Xenarthra	Glyptodontidae	Hoplophorus	spp.	280000.000
SA	extinct	Xenarthra	Glyptodontidae	Lomaphorus	spp.	250000.000
SA	extinct	Xenarthra	Glyptodontidae	Neosclerocalyptus	spp.	200000.000
SA	extinct	Xenarthra	Glyptodontidae	Neothoracophorus	elevatus	800000.000
SA	extinct	Xenarthra	Glyptodontidae	Neothoracophorus	depressus	1100000.000
SA	extinct	Xenarthra	Glyptodontidae	Panochthus	tuberculatus	1061000.000
SA	extinct	Xenarthra	Glyptodontidae	Plaxhaplous	canaliculatus	1300000.000
SA	extinct	Xenarthra	Glyptodontidae	Sclerocalyptus	ornatus	280000.000
SA	extinct	Xenarthra	Megalonychidae	Nothropus	spp.	100000.000
SA	extinct	Xenarthra	Megalonychidae	Nothrotherium	spp.	150000.000
SA	extinct	Xenarthra	Megalonychidae	Ocnopus	spp.	300000.000
SA	extinct	Xenarthra	Megalonychidae	Valgipes	spp.	200000.000
SA	extinct	Xenarthra	Megatheriidae	Eremotherium	laurillardi	800000.000
SA	extinct	Xenarthra	Megatheriidae	Eremotherium	rusconii	3500000.000
SA	extinct	Xenarthra	Megatheriidae	Megatherium	americanum	6265000.000
SA	extinct	Xenarthra	Megatheriidae	Paramegatherium	spp.	3500000.000
SA	extinct	Xenarthra	Mylodontidae	Glossotherium	myloides	1200000.000
SA	extinct	Xenarthra	Mylodontidae	Glossotherium	robustum	1713000.000
SA	extinct	Xenarthra	Mylodontidae	Lestodon	armatus	3397000.000
SA	extinct	Xenarthra	Mylodontidae	Mylodon	listai	1000000.000
SA	extinct	Xenarthra	Mylodontidae	Scelidodon	spp.	1000000.000
SA	extinct	Xenarthra	Mylodontidae	Scelidotherium	leptocephalum	1119000.000
AF	extant	Artiodactyla	Bovidae	Addax	nasomaculatus	70000.316
AF	extant	Artiodactyla	Bovidae	Aepyceros	melampus	52500.084
AF	extant	Artiodactyla	Bovidae	Alcelaphus	buselaphus	171001.532
AF	extant	Artiodactyla	Bovidae	Ammodorcas	clarkei	28049.815
AF	extant	Artiodactyla	Bovidae	Ammotragus	lervia	48000.000
AF	extant	Artiodactyla	Bovidae	Antidorcas	marsupialis	31500.000
AF	extant	Artiodactyla	Bovidae	Bos	taurus	900000.000
AF	extant	Artiodactyla	Bovidae	Capra	nubiana	78999.681
AF	extant	Artiodactyla	Bovidae	Capra	walie	100000.000
AF	extant	Artiodactyla	Bovidae	Capra	ibex	100999.681
AF	extant	Artiodactyla	Bovidae	Cephalophus	monticola	6250.000
AF	extant	Artiodactyla	Bovidae	Cephalophus	adersi	9249.963
AF	extant	Artiodactyla	Bovidae	Cephalophus	maxwellii	11999.966
AF	extant	Artiodactyla	Bovidae	Cephalophus	natalensis	11999.966
AF	extant	Artiodactyla	Bovidae	Cephalophus	rufilatus	11999.966
AF	extant	Artiodactyla	Bovidae	Cephalophus	leucogaster	12699.891
AF	extant	Artiodactyla	Bovidae	Cephalophus	nigrifrons	13899.846
AF	extant	Artiodactyla	Bovidae	Cephalophus	harveyi	14500.067
AF	extant	Artiodactyla	Bovidae	Cephalophus	rubidus	14999.957
